Session_Name_	Trial_Index_	Trial_Recycled_	Needs_recalibrate	RESPONSE	gaze_in_CIRCLE	list	item	condition	unique_id	target	audio_s	phonemic_distractor	semantic_distractor	unrelated_distractor	target_location	phonemic_location	semantic_location	unrelated_location	timepoint_onset	timepoint_offset	audio_end	targetword	ispractice	ACCURACY	RT
120721_3	34	False	0	target	False	3	34	0	3X34Y	jackhammer_02.jpg	jackhammer.wav	javelin_01.jpg	constructionworker_01.jpg	garland_01.jpg	4	1	2	3	0.167068	0.965372	1.29	jackhammer	2	1	2106
120721_3	35	False	0	target	False	3	40	0	3X40Y	pliers_02.jpg	pliers.wav	playground_01.jpg	crowbar_01.jpg	discoball_01.jpg	2	3	4	1	0.154223	0.811025	1.06	pliers	2	1	1947
120721_3	36	False	0	target	False	3	41	0	3X41Y	boxinggloves_02.jpg	boxinggloves.wav	bonfire_01.jpg	kneepads_01.jpg	frosting_01.jpg	3	4	1	2	0.224324	1.224263	1.419688	boxinggloves	2	1	1839
120721_3	37	False	0	target	False	3	59	1	3X59Y	parachute_02.jpg	parachute.wav	parkinglot_01.jpg	airplane_01.jpg	doorknob_01.jpg	1	2	3	4	0.148529	0.755114	0.94	parachute	2	1	1775
120721_3	38	False	0	target	False	3	27	0	3X27Y	ballerina_02.jpg	ballerina.wav	bandana_01.jpg	iceskater_01.jpg	potatochips_01.jpg	1	2	3	4	0.236	0.914	1.38	ballerina	2	1	1849
120721_3	39	False	0	target	False	3	47	1	3X47Y	jumprope_02.jpg	jumprope.wav	jewelry_01.jpg	punchingbag_01.jpg	cinnamonroll_01.jpg	1	2	3	4	0.209154	0.880921	1.2	jumprope	2	1	2141
120721_3	40	False	0	target	False	3	33	0	3X33Y	anvil_02.jpg	anvil.wav	anthill_01.jpg	weight_01.jpg	pocket_01.jpg	3	4	1	2	0.19875	0.743065	1.17	anvil	2	1	2029
120721_3	41	False	0	target	False	3	5	1	3X5Y	garlic_02.jpg	garlic.wav	goalie_01.jpg	onion_01.jpg	waterbottle_01.jpg	3	4	1	2	0.241	0.718	1.11	garlic	2	1	2185
120721_3	42	False	0	target	False	3	60	1	3X60Y	blimp_02.jpg	blimp.wav	blue_01.jpg	hotairballoon_01.jpg	qtips_01.jpg	2	3	4	1	0.171588	0.534912	0.92	blimp	2	1	1608
120721_3	43	False	0	target	False	3	54	1	3X54Y	cruiseship_02.jpg	cruiseship.wav	crayons_01.jpg	sailboat_01.jpg	magnifyingglass_01.jpg	4	1	2	3	0.227	0.834	1.24	cruiseship	2	1	1702
120721_3	44	False	0	target	False	3	10	0	3X10Y	pomegranate_02.jpg	pomegranate.wav	pajamas_01.jpg	apricot_01.jpg	filecabinet_01.jpg	4	1	2	3	0.239	0.886	1.36	pomegranate	2	1	1678
120721_3	45	False	0	dis_s	False	3	12	1	3X12Y	taperecorder_02.jpg	taperecorder.wav	tightropewalker_01.jpg	camcorder_01.jpg	chart_01.jpg	2	3	4	1	0.167937	1.022261	1.22	taperecorder	2	0	3224
120721_3	46	False	0	target	False	3	9	0	3X9Y	asparagus_02.jpg	asparagus.wav	accountant_01.jpg	spinach_01.jpg	tanktop_01.jpg	3	4	1	2	0.179004	1.288763	1.43	asparagus	2	1	3261
120721_3	47	False	0	target	False	3	39	0	3X39Y	pitchfork_02.jpg	pitchfork.wav	palace_01.jpg	tiller_01.jpg	grilledcheese_01.jpg	1	2	3	4	0.204289	0.808544	1.095333	pitchfork	2	1	1780
120721_3	48	False	0	target	False	3	15	0	3X15Y	chopsticks_02.jpg	chopsticks.wav	cheerleader_01.jpg	wasabi_01.jpg	dachshund_01.jpg	1	2	3	4	0.201657	1.101947	1.26	chopsticks	2	1	1992
120721_3	49	False	0	target	False	3	35	1	3X35Y	tapemeasure_02.jpg	tapemeasure.wav	typewriter_01.jpg	level_01.jpg	chandelier_01.jpg	1	2	3	4	0.242	0.917	1.31	tapemeasure	2	1	1710
120721_3	50	False	0	target	False	3	51	0	3X51Y	unicycle_02.jpg	unicycle.wav	yogurt_01.jpg	trapeze_01.jpg	cereal_01.jpg	1	2	3	4	0.195098	0.934204	1.16	unicycle	2	1	2124
120721_3	51	False	0	target	False	3	14	0	3X14Y	pencilsharpener_02.jpg	sharpener.wav	sheep_01.jpg	textbook_01.jpg	hedgehog_01.jpg	4	1	2	3	0.171709	1.078291	1.25	sharpener	2	1	2179
120721_3	52	False	0	target	False	3	32	1	3X32Y	lawnmower_02.jpg	lawnmower.wav	lifeguard_01.jpg	snowblower_01.jpg	chalkboard_01.jpg	2	3	4	1	0.198456	0.890091	1.24	lawnmower	2	1	1881
120721_3	53	False	0	target	False	3	55	0	3X55Y	steeringwheel_02.jpg	steeringwheel.wav	stingray_01.jpg	windshield_01.jpg	porch_01.jpg	1	2	3	4	0.181671	1.014988	1.36	steeringwheel	2	1	1819
120721_3	54	False	0	target	False	3	17	0	3X17Y	tripod_02.jpg	tripod.wav	traincar_01.jpg	tvstand_01.jpg	cannoli_01.jpg	3	4	1	2	0.157855	0.829622	1.2	tripod	2	1	1768
120721_3	55	False	0	target	False	3	23	0	3X23Y	bartender_02.jpg	bartender.wav	beekeeper_01.jpg	wine_01.jpg	windsock_01.jpg	1	2	3	4	0.236249	1.002308	1.12	bartender	2	1	1967
120721_3	56	False	0	target	False	3	11	1	3X11Y	wateringcan_02.jpg	wateringcan.wav	winebottle_01.jpg	sprinkler_01.jpg	pharmacy_01.jpg	1	2	3	4	0.175936	1.021064	1.3	wateringcan	2	1	1794
120721_3	57	False	0	target	False	3	22	0	3X22Y	butcher_02.jpg	butcher.wav	buffalo_01.jpg	steak_01.jpg	newspaper_01.jpg	4	1	2	3	0.228	0.609	1.07	butcher	2	1	2491
120721_3	58	False	0	target	False	3	37	1	3X37Y	screwdriver_02.jpg	screwdriver.wav	scarecrow_01.jpg	toolbox_01.jpg	RV_01.jpg	3	4	1	2	0.177502	0.965665	1.22	screwdriver	2	1	2599
120721_3	59	False	0	target	False	3	52	1	3X52Y	submarine_02.jpg	submarine.wav	saladbar_01.jpg	battleship_01.jpg	bagel_01.jpg	2	3	4	1	0.064487	0.890537	1.19	submarine	2	1	1978
120721_3	60	False	0	target	False	3	30	0	3X30Y	dentist_02.jpg	dentist.wav	dive_01.jpg	nurse_01.jpg	cashregister_01.jpg	4	1	2	3	0.213598	0.893529	1.27	dentist	2	1	2388
120721_3	61	False	0	target	False	3	19	0	3X19Y	corkscrew_02.jpg	corkscrew.wav	cowgirl_01.jpg	bottleopener_01.jpg	chandelier_01.jpg	1	2	3	4	0.173652	0.802852	1.128063	corkscrew	2	1	1840
120721_3	62	False	0	target	False	3	50	0	3X50Y	seesaw_02.jpg	seesaw.wav	sinkhole_01.jpg	monkeybars_01.jpg	wineglass_01.jpg	4	1	2	3	0.138625	0.831482	1.27	seesaw	2	1	2092
120721_3	63	False	0	target	False	3	6	0	3X6Y	cucumber_02.jpg	cucumber.wav	carkeys_01.jpg	lettuce_01.jpg	frenchfries_01.jpg	4	1	2	3	0.234	0.86	1.32	cucumber	2	1	1718
120721_3	64	False	0	target	False	3	26	1	3X26Y	mechanic_02.jpg	mechanic.wav	marshmallow_01.jpg	toolbox_01.jpg	wineglass_01.jpg	4	1	2	3	0.235	0.857	1.25	mechanic	2	1	2101
120721_3	65	False	0	target	False	3	42	1	3X42Y	tennisracket_02.jpg	tennisracket.wav	teacup_01.jpg	golfclub_01.jpg	slinky_01.jpg	4	1	2	3	0.170069	0.956647	1.2	tennisracket	2	1	1799
