"1"	3	101	"practice"	"3p1"	"monocle"	"monocle.wav"	"monocle_01.jpg"	"farmer_01.jpg"	"crab_01.jpg"	"spoon_01.jpg"	1	2	3	4	0.119847	0.789939	1.176042
"1"	3	105	"practice"	"3p5"	"snowboard"	"snowboard.wav"	"snowboard_01.jpg"	"knife_01.jpg"	"backgammon_01.jpg"	"flask_01.jpg"	1	2	3	4	0.155615	1.113107	1.378979
"1"	3	102	"practice"	"3p2"	"hardhat"	"hardhat.wav"	"hardhat_01.jpg"	"martini_01.jpg"	"fox_01.jpg"	"pineapple_01.jpg"	2	3	4	1	0.136648	0.96219	1.22
"1"	3	104	"practice"	"3p4"	"bowlingpin"	"bowlingpin.wav"	"bowlingpin_01.jpg"	"steak_01.jpg"	"highlighter_01.jpg"	"coconut_01.jpg"	4	1	2	3	0.228648	0.960862	1.201646
"1"	3	103	"practice"	"3p3"	"apron"	"apron.wav"	"apron_01.jpg"	"butterfly_01.jpg"	"ferriswheel_01.jpg"	"judge_01.jpg"	3	4	1	2	0.160633	0.746895	1.090104
"2"	3	2	"0"	"3X2Y"	"raspberries"	"raspberries.wav"	"raspberries_02.jpg"	"radiator_01.jpg"	"grapefruit_01.jpg"	"kettle_01.jpg"	4	1	2	3	0.238	1.042	1.367
"2"	3	28	"1"	"3X28Y"	"policeman"	"policeman.wav"	"policeman_02.jpg"	"picnic_01.jpg"	"badge_01.jpg"	"beehive_01.jpg"	2	3	4	1	0.151552	0.963331	1.27
"2"	3	46	"0"	"3X46Y"	"slingshot"	"slingshot.wav"	"slingshot_02.jpg"	"slotmachine_01.jpg"	"marble_01.jpg"	"filecabinet_01.jpg"	4	1	2	3	0.187183	0.931867	1.34
"2"	3	1	"1"	"3X1Y"	"honeydew"	"honeydew.wav"	"honeydew_02.jpg"	"haystack_01.jpg"	"watermelon_01.jpg"	"plumber_01.jpg"	3	4	1	2	0.165	0.788	1.24
"2"	3	21	"1"	"3X21Y"	"photographer"	"photographer.wav"	"photographer_02.jpg"	"fedora_01.jpg"	"gymnast_01.jpg"	"hotdog_01.jpg"	3	4	1	2	0.216	1.062	1.52
"2"	3	8	"1"	"3X8Y"	"sweetpotato"	"sweetpotato.wav"	"sweetpotato_02.jpg"	"swimsuit_01.jpg"	"eggplant_01.jpg"	"flipflops_01.jpg"	2	3	4	1	0.258	1.11	1.347
"2"	3	16	"1"	"3X16Y"	"rollingpin"	"rollingpin.wav"	"rollingpin_02.jpg"	"raincoat_01.jpg"	"grater_01.jpg"	"dominoes_01.jpg"	2	3	4	1	0.225188	0.88642	1.03
"2"	3	18	"1"	"3X18Y"	"canopener"	"canopener.wav"	"canopener_02.jpg"	"candelabra_01.jpg"	"measuringcup_01.jpg"	"stairglide_01.jpg"	4	1	2	3	0.143858	0.93652	1.16817
"2"	3	25	"1"	"3X25Y"	"astronaut"	"astronaut.wav"	"astronaut_02.jpg"	"abacus_01.jpg"	"rocket_01.jpg"	"bagel_01.jpg"	3	4	1	2	0.24	0.881	1.31
"2"	3	7	"1"	"3X7Y"	"blueberries"	"blueberries.wav"	"blueberries_02.jpg"	"bleachers_01.jpg"	"orange_01.jpg"	"coffeepot_01.jpg"	1	2	3	4	0.237	0.99	1.219
"2"	3	31	"1"	"3X31Y"	"chainsaw"	"chainsaw.wav"	"chainsaw_02.jpg"	"chapstick_01.jpg"	"sledgehammer_01.jpg"	"jeans_01.jpg"	1	2	3	4	0.217	0.844	1.29
"2"	3	3	"1"	"3X3Y"	"artichoke"	"artichoke.wav"	"artichoke_02.jpg"	"artist_01.jpg"	"shallots_01.jpg"	"markerboard_01.jpg"	1	2	3	4	0.181909	1.288763	1.194604
"2"	3	13	"0"	"3X13Y"	"clothespin"	"clothespin.wav"	"clothespin_02.jpg"	"classroom_01.jpg"	"washboard_01.jpg"	"headband_01.jpg"	3	4	1	2	0.116083	0.864509	1.2
"2"	3	36	"0"	"3X36Y"	"toolbelt"	"toolbelt.wav"	"toolbelt_02.jpg"	"taxi_01.jpg"	"backpack_01.jpg"	"dalmation_01.jpg"	2	3	4	1	0.236	0.86	1.33
"2"	3	43	"1"	"3X43Y"	"golfclub"	"golfclub.wav"	"golfclub_02.jpg"	"gutters_01.jpg"	"tee_01.jpg"	"blender_01.jpg"	1	2	3	4	0.239	0.833	1.24
"2"	3	58	"0"	"3X58Y"	"wheelbarrow"	"wheelbarrow.wav"	"wheelbarrow_02.jpg"	"wallpaper_01.jpg"	"shed_01.jpg"	"ketchup_01.jpg"	4	1	2	3	0.183311	0.87747	1.24
"2"	3	44	"0"	"3X44Y"	"dartboard"	"dartboard.wav"	"dartboard_02.jpg"	"defibrillator_01.jpg"	"crossbow_01.jpg"	"bullhorn_01.jpg"	2	3	4	1	0.212401	0.852393	1.204563
