"","participant","session","fixation_type","BIN_INDEX","sumFix","nTrials","meanFix"
"438","308602","2","unrelated","53",0,56,0
"439","308602","2","unrelated","54",0,56,0
"440","308602","2","unrelated","55",0,56,0
"441","308602","2","unrelated","56",0,56,0
"442","308602","2","unrelated","57",0,56,0
"443","308602","2","unrelated","58",0,56,0
"444","308602","2","unrelated","59",0,56,0
"445","308602","2","unrelated","6",10,56,0.178571428571429
"446","308602","2","unrelated","60",0,56,0
"447","308602","2","unrelated","61",0,56,0
"448","308602","2","unrelated","62",0,56,0
"449","308602","2","unrelated","63",1,56,0.0178571428571429
"450","308602","2","unrelated","64",1,56,0.0178571428571429
"451","308602","2","unrelated","65",0,56,0
"452","308602","2","unrelated","66",0,56,0
"453","308602","2","unrelated","67",0,56,0
"454","308602","2","unrelated","68",0,56,0
"455","308602","2","unrelated","69",0,56,0
"456","308602","2","unrelated","7",12,56,0.214285714285714
"457","308610","1","phonological","0",0,58,0
"458","308610","1","phonological","2",0,58,0
"459","308610","1","phonological","20",4,58,0.0689655172413793
"460","308610","1","phonological","21",4,58,0.0689655172413793
"461","308610","1","phonological","22",2,58,0.0344827586206897
"462","308610","1","phonological","23",0,58,0
"463","308610","1","phonological","24",1,58,0.0172413793103448
"464","308610","1","phonological","25",1,58,0.0172413793103448
"465","308610","1","phonological","26",1,58,0.0172413793103448
"466","308610","1","phonological","27",1,58,0.0172413793103448
"467","308610","1","phonological","28",0,58,0
"468","308610","1","phonological","29",0,58,0
"469","308610","1","phonological","3",0,58,0
"470","308610","1","phonological","30",0,58,0
"471","308610","1","phonological","31",0,58,0
"472","308610","1","phonological","32",0,58,0
"473","308610","1","phonological","33",0,58,0
"474","308610","1","phonological","34",0,58,0
"475","308610","1","phonological","35",0,58,0
"476","308610","1","phonological","36",1,58,0.0172413793103448
"477","308610","1","phonological","37",2,58,0.0344827586206897
"478","308610","1","phonological","38",2,58,0.0344827586206897
"479","308610","1","phonological","39",1,58,0.0172413793103448
"480","308610","1","phonological","4",0,58,0
"481","308610","1","phonological","40",2,58,0.0344827586206897
"482","308610","1","phonological","41",2,58,0.0344827586206897
"483","308610","1","phonological","42",2,58,0.0344827586206897
"484","308610","1","phonological","43",2,58,0.0344827586206897
"485","308610","1","phonological","44",1,58,0.0172413793103448
"486","308610","1","phonological","45",2,58,0.0344827586206897
"487","308610","1","phonological","46",1,58,0.0172413793103448
"488","308610","1","phonological","47",1,58,0.0172413793103448
"489","308610","1","phonological","48",2,58,0.0344827586206897
"490","308610","1","phonological","49",1,58,0.0172413793103448
"491","308610","1","phonological","5",0,58,0
"492","308610","1","phonological","50",1,58,0.0172413793103448
"493","308610","1","phonological","51",0,58,0
"494","308610","1","phonological","52",1,58,0.0172413793103448
"495","308610","1","phonological","53",1,58,0.0172413793103448
"496","308610","1","phonological","54",1,58,0.0172413793103448
"497","308610","1","phonological","55",0,58,0
"498","308610","1","phonological","56",0,58,0
"499","308610","1","phonological","57",0,58,0
"500","308610","1","phonological","58",0,58,0
"501","308610","1","phonological","59",0,58,0
"502","308610","1","phonological","6",0,58,0
"503","308610","1","phonological","60",0,58,0
"504","308610","1","phonological","61",0,58,0
"505","308610","1","phonological","62",0,58,0
"506","308610","1","phonological","63",0,58,0
"507","308610","1","phonological","64",0,58,0
"508","308610","1","phonological","65",0,58,0
"509","308610","1","phonological","66",0,58,0
"510","308610","1","phonological","67",0,58,0
"511","308610","1","phonological","68",0,58,0
"512","308610","1","phonological","69",0,58,0
"513","308610","1","phonological","7",0,58,0
"514","308610","1","semantic","0",0,58,0
"515","308610","1","semantic","2",0,58,0
"516","308610","1","semantic","20",8,58,0.137931034482759
"517","308610","1","semantic","21",9,58,0.155172413793103
"518","308610","1","semantic","22",7,58,0.120689655172414
"519","308610","1","semantic","23",7,58,0.120689655172414
"520","308610","1","semantic","24",4,58,0.0689655172413793
"521","308610","1","semantic","25",6,58,0.103448275862069
"522","308610","1","semantic","26",5,58,0.0862068965517241
"523","308610","1","semantic","27",4,58,0.0689655172413793
"524","308610","1","semantic","28",4,58,0.0689655172413793
"525","308610","1","semantic","29",4,58,0.0689655172413793
"526","308610","1","semantic","3",0,58,0
"527","308610","1","semantic","30",3,58,0.0517241379310345
"528","308610","1","semantic","31",3,58,0.0517241379310345
"529","308610","1","semantic","32",3,58,0.0517241379310345
"530","308610","1","semantic","33",4,58,0.0689655172413793
"531","308610","1","semantic","34",6,58,0.103448275862069
"532","308610","1","semantic","35",7,58,0.120689655172414
"533","308610","1","semantic","36",7,58,0.120689655172414
"534","308610","1","semantic","37",6,58,0.103448275862069
"535","308610","1","semantic","38",4,58,0.0689655172413793
"536","308610","1","semantic","39",3,58,0.0517241379310345
"537","308610","1","semantic","4",0,58,0
"538","308610","1","semantic","40",1,58,0.0172413793103448
