"","...1","participant","session","fixation_type","BIN_INDEX","sumFix","nTrials","meanFix","BIN_INDEX.Index","poly1","poly2","poly3","poly4"
"2887",2887,308622,1,"target",51,9,47,0.191489361702128,39,0.0800821419603964,-0.0484828289026138,-0.152583327382474,-0.0620531092778549
"2888",2888,308622,1,"target",52,9,47,0.191489361702128,40,0.0870511222531332,-0.0375490784918897,-0.151426744783019,-0.0825220963138848
"2889",2889,308622,1,"target",53,9,47,0.191489361702128,41,0.09402010254587,-0.0259254123459734,-0.148085103560922,-0.101665942001199
"2890",2890,308622,1,"target",54,8,47,0.170212765957447,42,0.100989082838607,-0.0136118304648651,-0.142431696222598,-0.118942439525848
"2891",2891,308622,1,"target",55,7,47,0.148936170212766,43,0.107958063131344,-0.000608332848564711,-0.134339815274464,-0.133776629364118
"2892",2892,308622,1,"target",56,7,47,0.148936170212766,44,0.11492704342408,0.0130850805029278,-0.123682753222938,-0.145560799282523
"2893",2893,308622,1,"target",57,5,47,0.106382978723404,45,0.121896023716817,0.0274684095896123,-0.110333802574436,-0.153654484337811
"2894",2894,308622,1,"target",58,5,47,0.106382978723404,46,0.128865004009554,0.042541654411489,-0.0941662558353751,-0.15738446687696
"2895",2895,308622,1,"target",59,3,47,0.0638297872340425,47,0.135833984302291,0.0583048149685577,-0.0750534055121718,-0.156044776537181
"2896",2896,308622,1,"target",6,1,47,0.0212765957446809,6,-0.233521971212759,0.173561188538605,0.00234412162641305,-0.188288618174581
"2897",2897,308622,1,"target",60,3,47,0.0638297872340425,48,0.142802964595028,0.0747578912608186,-0.0528685441112433,-0.148896690245915
"2898",2898,308622,1,"target",61,2,47,0.0425531914893617,49,0.149771944887764,0.0919008832882715,-0.027484964139006,-0.135168732220837
"2899",2899,308622,1,"target",62,2,47,0.0425531914893617,50,0.156740925180501,0.109733791050916,0.00122404189812295,-0.114056673969852
"2900",2900,308622,1,"target",63,2,47,0.0425531914893617,51,0.163709905473238,0.128256614548754,0.0333851814937267,-0.0847235342910967
"2901",2901,308622,1,"target",64,1,47,0.0212765957446809,52,0.170678885765975,0.147469353781783,0.0691251621413887,-0.0462995792729401
"2902",2902,308622,1,"target",65,1,47,0.0212765957446809,53,0.177647866058711,0.167372008750004,0.108570691334692,0.00211767770601801
"2903",2903,308622,1,"target",66,1,47,0.0212765957446809,54,0.184616846351448,0.187964579453417,0.15184847656722,0.0614634759769448
"2904",2904,308622,1,"target",67,1,47,0.0212765957446809,55,0.191585826644185,0.209247065892023,0.199085225332555,0.132705807580777
"2905",2905,308622,1,"target",68,1,47,0.0212765957446809,56,0.198554806936922,0.23121946806582,0.250407645124281,0.21684541726822
"2906",2906,308622,1,"target",69,1,47,0.0212765957446809,57,0.205523787229659,0.25388178597481,0.305942443435981,0.314915802499746
"2907",2907,308622,1,"target",7,1,47,0.0212765957446809,7,-0.226552990920022,0.153448730865686,0.0363153220655198,-0.238290102360574
"2908",2908,308622,1,"unrelated",0,1,47,0.0212765957446809,1,-0.27533585296918,0.308724165015157,-0.282431051009487,0.395343051364708
"2909",2909,308622,1,"unrelated",2,1,47,0.0212765957446809,2,-0.261397892383706,0.260910176582205,-0.171242615887677,0.139745859236871
"2910",2910,308622,1,"unrelated",20,2,47,0.0425531914893617,8,-0.135956247114444,-0.0452308869797893,0.204035603875583,-0.209585110880311
"2911",2911,308622,1,"unrelated",21,3,47,0.0638297872340425,9,-0.128987266821707,-0.0556845243600198,0.200302285990359,-0.180897684504513
"2912",2912,308622,1,"unrelated",22,3,47,0.0638297872340425,10,-0.12201828652897,-0.0654482460050581,0.194826094426699,-0.151448183967282
"2913",2913,308622,1,"unrelated",23,3,47,0.0638297872340425,11,-0.115049306236234,-0.0745220519149044,0.187733736678187,-0.121709736457489
"2914",2914,308622,1,"unrelated",24,1,47,0.0212765957446809,12,-0.108080325943497,-0.0829059420895585,0.179151920238406,-0.0921227164542352
"2915",2915,308622,1,"unrelated",25,0,47,0,13,-0.10111134565076,-0.0905999165290206,0.169207352600939,-0.0630947457268562
"2916",2916,308622,1,"unrelated",26,0,47,0,14,-0.0941423653580233,-0.0976039752332906,0.158026741259369,-0.0350006933349173
"2917",2917,308622,1,"unrelated",27,1,47,0.0212765957446809,15,-0.0871733850652865,-0.103918118202369,0.14573679370728,-0.00818267562821627
"2918",2918,308622,1,"unrelated",28,1,47,0.0212765957446809,16,-0.0802044047725497,-0.109542345436254,0.132464217438254,0.0170499437532176
"2919",2919,308622,1,"unrelated",29,1,47,0.0212765957446809,17,-0.0732354244798129,-0.114476656934948,0.118335719945875,0.0404205538791238
"2920",2920,308622,1,"unrelated",3,1,47,0.0212765957446809,3,-0.254428912090969,0.238038055968517,-0.12193722615834,0.0364731122740197
"2921",2921,308622,1,"unrelated",30,1,47,0.0212765957446809,18,-0.0662664441870762,-0.11872105269845,0.103478008723725,0.0616852965290094
"2922",2922,308622,1,"unrelated",31,1,47,0.0212765957446809,19,-0.0592974638943394,-0.122275532726759,0.0880177912653895,0.0806330661921507
"2923",2923,308622,1,"unrelated",32,1,47,0.0212765957446809,20,-0.0523284836016026,-0.125140097019877,0.0720817750644498,0.0970855100675917
"2924",2924,308622,1,"unrelated",33,1,47,0.0212765957446809,21,-0.0453595033088658,-0.127314745577802,0.0557966676144896,0.110897028064144
"2925",2925,308622,1,"unrelated",34,1,47,0.0212765957446809,22,-0.038390523016129,-0.128799478400536,0.0392891764090921,0.121954772800391
"2926",2926,308622,1,"unrelated",35,1,47,0.0212765957446809,23,-0.0314215427233922,-0.129594295488077,0.0226860089418404,0.130178649604679
"2927",2927,308622,1,"unrelated",36,0,47,0,24,-0.0244525624306554,-0.129699196840426,0.00611387270631778,0.135521316515128
"2928",2928,308622,1,"unrelated",37,0,47,0,25,-0.0174835821379186,-0.129114182457583,-0.0103005248038926,0.137968184279622
"2929",2929,308622,1,"unrelated",38,0,47,0,26,-0.0105146018451818,-0.127839252339548,-0.0264304760952076,0.137537416355817
"2930",2930,308622,1,"unrelated",39,0,47,0,27,-0.00354562155244505,-0.125874406486321,-0.042149273674044,0.134279928911134
"2931",2931,308622,1,"unrelated",4,1,47,0.0212765957446809,4,-0.247459931798233,0.215855851090021,-0.0766554449919331,-0.0519205577573336
"2932",2932,308622,1,"unrelated",40,0,47,0,28,0.00342335874029174,-0.123219644897902,-0.0573302100468187,0.128279390822765
"2933",2933,308622,1,"unrelated",41,0,47,0,29,0.0103923390330285,-0.119874967574291,-0.0718465777199485,0.119652223677668
"2934",2934,308622,1,"unrelated",42,1,47,0.0212765957446809,30,0.0173613193257653,-0.115840374515487,-0.08557166919985,0.108547601772573
"2935",2935,308622,1,"unrelated",43,0,47,0,31,0.0243302996185021,-0.111115865721492,-0.0983787769929403,0.0951474521139743
"2936",2936,308622,1,"unrelated",44,1,47,0.0212765957446809,32,0.0312992799112389,-0.105701441192305,-0.110141193605636,0.0796664544181369
"2937",2937,308622,1,"unrelated",45,0,47,0,33,0.0382682602039757,-0.099597100927925,-0.120732211544354,0.0623520411110932
"2938",2938,308622,1,"unrelated",46,0,47,0,34,0.0452372404967125,-0.0928028449283534,-0.130025123315512,0.0434843973286446
"2939",2939,308622,1,"unrelated",47,0,47,0,35,0.0522062207894493,-0.0853186731935896,-0.137893221425525,0.02337646091636
"2940",2940,308622,1,"unrelated",48,0,47,0,36,0.0591752010821861,-0.0771445857236338,-0.144209798380811,0.00237392242957767
"2941",2941,308622,1,"unrelated",49,0,47,0,37,0.0661441813749229,-0.0682805825184859,-0.148848146687787,-0.0191447748665969
"2942",2942,308622,1,"unrelated",5,1,47,0.0212765957446809,5,-0.240490951505496,0.194363561946717,-0.0352705648948769,-0.126497826821889
"2943",2943,308622,1,"unrelated",50,1,47,0.0212765957446809,38,0.0731131616676596,-0.0587266635781459,-0.151681558852869,-0.0407684349972886
"2944",2944,308622,1,"unrelated",51,1,47,0.0212765957446809,39,0.0800821419603964,-0.0484828289026138,-0.152583327382474,-0.0620531092778549
"2945",2945,308622,1,"unrelated",52,1,47,0.0212765957446809,40,0.0870511222531332,-0.0375490784918897,-0.151426744783019,-0.0825220963138848
"2946",2946,308622,1,"unrelated",53,1,47,0.0212765957446809,41,0.09402010254587,-0.0259254123459734,-0.148085103560922,-0.101665942001199
"2947",2947,308622,1,"unrelated",54,1,47,0.0212765957446809,42,0.100989082838607,-0.0136118304648651,-0.142431696222598,-0.118942439525848
"2948",2948,308622,1,"unrelated",55,1,47,0.0212765957446809,43,0.107958063131344,-0.000608332848564711,-0.134339815274464,-0.133776629364118
"2949",2949,308622,1,"unrelated",56,1,47,0.0212765957446809,44,0.11492704342408,0.0130850805029278,-0.123682753222938,-0.145560799282523
"2950",2950,308622,1,"unrelated",57,0,47,0,45,0.121896023716817,0.0274684095896123,-0.110333802574436,-0.153654484337811
"2951",2951,308622,1,"unrelated",58,0,47,0,46,0.128865004009554,0.042541654411489,-0.0941662558353751,-0.15738446687696
"2952",2952,308622,1,"unrelated",59,0,47,0,47,0.135833984302291,0.0583048149685577,-0.0750534055121718,-0.156044776537181
"2953",2953,308622,1,"unrelated",6,2,47,0.0425531914893617,6,-0.233521971212759,0.173561188538605,0.00234412162641305,-0.188288618174581
"2954",2954,308622,1,"unrelated",60,0,47,0,48,0.142802964595028,0.0747578912608186,-0.0528685441112433,-0.148896690245915
"2955",2955,308622,1,"unrelated",61,1,47,0.0212765957446809,49,0.149771944887764,0.0919008832882715,-0.027484964139006,-0.135168732220837
"2956",2956,308622,1,"unrelated",62,0,47,0,50,0.156740925180501,0.109733791050916,0.00122404189812295,-0.114056673969852
"2957",2957,308622,1,"unrelated",63,0,47,0,51,0.163709905473238,0.128256614548754,0.0333851814937267,-0.0847235342910967
"2958",2958,308622,1,"unrelated",64,0,47,0,52,0.170678885765975,0.147469353781783,0.0691251621413887,-0.0462995792729401
"2959",2959,308622,1,"unrelated",65,0,47,0,53,0.177647866058711,0.167372008750004,0.108570691334692,0.00211767770601801
"2960",2960,308622,1,"unrelated",66,0,47,0,54,0.184616846351448,0.187964579453417,0.15184847656722,0.0614634759769448
"2961",2961,308622,1,"unrelated",67,0,47,0,55,0.191585826644185,0.209247065892023,0.199085225332555,0.132705807580777
"2962",2962,308622,1,"unrelated",68,0,47,0,56,0.198554806936922,0.23121946806582,0.250407645124281,0.21684541726822
"2963",2963,308622,1,"unrelated",69,0,47,0,57,0.205523787229659,0.25388178597481,0.305942443435981,0.314915802499746
"2964",2964,308622,1,"unrelated",7,2,47,0.0425531914893617,7,-0.226552990920022,0.153448730865686,0.0363153220655198,-0.238290102360574
"2965",2965,308622,2,"phonological",0,0,46,0,1,-0.27533585296918,0.308724165015157,-0.282431051009487,0.395343051364708
"2966",2966,308622,2,"phonological",2,0,46,0,2,-0.261397892383706,0.260910176582205,-0.171242615887677,0.139745859236871
"2967",2967,308622,2,"phonological",20,7,46,0.152173913043478,8,-0.135956247114444,-0.0452308869797893,0.204035603875583,-0.209585110880311
"2968",2968,308622,2,"phonological",21,5,46,0.108695652173913,9,-0.128987266821707,-0.0556845243600198,0.200302285990359,-0.180897684504513
"2969",2969,308622,2,"phonological",22,4,46,0.0869565217391304,10,-0.12201828652897,-0.0654482460050581,0.194826094426699,-0.151448183967282
"2970",2970,308622,2,"phonological",23,6,46,0.130434782608696,11,-0.115049306236234,-0.0745220519149044,0.187733736678187,-0.121709736457489
"2971",2971,308622,2,"phonological",24,5,46,0.108695652173913,12,-0.108080325943497,-0.0829059420895585,0.179151920238406,-0.0921227164542352
"2972",2972,308622,2,"phonological",25,3,46,0.0652173913043478,13,-0.10111134565076,-0.0905999165290206,0.169207352600939,-0.0630947457268562
"2973",2973,308622,2,"phonological",26,2,46,0.0434782608695652,14,-0.0941423653580233,-0.0976039752332906,0.158026741259369,-0.0350006933349173
"2974",2974,308622,2,"phonological",27,2,46,0.0434782608695652,15,-0.0871733850652865,-0.103918118202369,0.14573679370728,-0.00818267562821627
"2975",2975,308622,2,"phonological",28,2,46,0.0434782608695652,16,-0.0802044047725497,-0.109542345436254,0.132464217438254,0.0170499437532176
"2976",2976,308622,2,"phonological",29,1,46,0.0217391304347826,17,-0.0732354244798129,-0.114476656934948,0.118335719945875,0.0404205538791238
"2977",2977,308622,2,"phonological",3,0,46,0,3,-0.254428912090969,0.238038055968517,-0.12193722615834,0.0364731122740197
"2978",2978,308622,2,"phonological",30,1,46,0.0217391304347826,18,-0.0662664441870762,-0.11872105269845,0.103478008723725,0.0616852965290094
"2979",2979,308622,2,"phonological",31,1,46,0.0217391304347826,19,-0.0592974638943394,-0.122275532726759,0.0880177912653895,0.0806330661921507
"2980",2980,308622,2,"phonological",32,1,46,0.0217391304347826,20,-0.0523284836016026,-0.125140097019877,0.0720817750644498,0.0970855100675917
"2981",2981,308622,2,"phonological",33,1,46,0.0217391304347826,21,-0.0453595033088658,-0.127314745577802,0.0557966676144896,0.110897028064144
"2982",2982,308622,2,"phonological",34,1,46,0.0217391304347826,22,-0.038390523016129,-0.128799478400536,0.0392891764090921,0.121954772800391
"2983",2983,308622,2,"phonological",35,1,46,0.0217391304347826,23,-0.0314215427233922,-0.129594295488077,0.0226860089418404,0.130178649604679
"2984",2984,308622,2,"phonological",36,0,46,0,24,-0.0244525624306554,-0.129699196840426,0.00611387270631778,0.135521316515128
"2985",2985,308622,2,"phonological",37,0,46,0,25,-0.0174835821379186,-0.129114182457583,-0.0103005248038926,0.137968184279622
"2986",2986,308622,2,"phonological",38,0,46,0,26,-0.0105146018451818,-0.127839252339548,-0.0264304760952076,0.137537416355817
"2987",2987,308622,2,"phonological",39,0,46,0,27,-0.00354562155244505,-0.125874406486321,-0.042149273674044,0.134279928911134
"2988",2988,308622,2,"phonological",4,0,46,0,4,-0.247459931798233,0.215855851090021,-0.0766554449919331,-0.0519205577573336
"2989",2989,308622,2,"phonological",40,1,46,0.0217391304347826,28,0.00342335874029174,-0.123219644897902,-0.0573302100468187,0.128279390822765
"2990",2990,308622,2,"phonological",41,1,46,0.0217391304347826,29,0.0103923390330285,-0.119874967574291,-0.0718465777199485,0.119652223677668
"2991",2991,308622,2,"phonological",42,1,46,0.0217391304347826,30,0.0173613193257653,-0.115840374515487,-0.08557166919985,0.108547601772573
"2992",2992,308622,2,"phonological",43,1,46,0.0217391304347826,31,0.0243302996185021,-0.111115865721492,-0.0983787769929403,0.0951474521139743
"2993",2993,308622,2,"phonological",44,1,46,0.0217391304347826,32,0.0312992799112389,-0.105701441192305,-0.110141193605636,0.0796664544181369
"2994",2994,308622,2,"phonological",45,1,46,0.0217391304347826,33,0.0382682602039757,-0.099597100927925,-0.120732211544354,0.0623520411110932
"2995",2995,308622,2,"phonological",46,0,46,0,34,0.0452372404967125,-0.0928028449283534,-0.130025123315512,0.0434843973286446
"2996",2996,308622,2,"phonological",47,0,46,0,35,0.0522062207894493,-0.0853186731935896,-0.137893221425525,0.02337646091636
"2997",2997,308622,2,"phonological",48,0,46,0,36,0.0591752010821861,-0.0771445857236338,-0.144209798380811,0.00237392242957767
"2998",2998,308622,2,"phonological",49,0,46,0,37,0.0661441813749229,-0.0682805825184859,-0.148848146687787,-0.0191447748665969
"2999",2999,308622,2,"phonological",5,0,46,0,5,-0.240490951505496,0.194363561946717,-0.0352705648948769,-0.126497826821889
"3000",3000,308622,2,"phonological",50,0,46,0,38,0.0731131616676596,-0.0587266635781459,-0.151681558852869,-0.0407684349972886
"3001",3001,308622,2,"phonological",51,0,46,0,39,0.0800821419603964,-0.0484828289026138,-0.152583327382474,-0.0620531092778549
"3002",3002,308622,2,"phonological",52,0,46,0,40,0.0870511222531332,-0.0375490784918897,-0.151426744783019,-0.0825220963138848
"3003",3003,308622,2,"phonological",53,1,46,0.0217391304347826,41,0.09402010254587,-0.0259254123459734,-0.148085103560922,-0.101665942001199
"3004",3004,308622,2,"phonological",54,1,46,0.0217391304347826,42,0.100989082838607,-0.0136118304648651,-0.142431696222598,-0.118942439525848
"3005",3005,308622,2,"phonological",55,1,46,0.0217391304347826,43,0.107958063131344,-0.000608332848564711,-0.134339815274464,-0.133776629364118
"3006",3006,308622,2,"phonological",56,1,46,0.0217391304347826,44,0.11492704342408,0.0130850805029278,-0.123682753222938,-0.145560799282523
"3007",3007,308622,2,"phonological",57,1,46,0.0217391304347826,45,0.121896023716817,0.0274684095896123,-0.110333802574436,-0.153654484337811
"3008",3008,308622,2,"phonological",58,1,46,0.0217391304347826,46,0.128865004009554,0.042541654411489,-0.0941662558353751,-0.15738446687696
"3009",3009,308622,2,"phonological",59,0,46,0,47,0.135833984302291,0.0583048149685577,-0.0750534055121718,-0.156044776537181
"3010",3010,308622,2,"phonological",6,0,46,0,6,-0.233521971212759,0.173561188538605,0.00234412162641305,-0.188288618174581
"3011",3011,308622,2,"phonological",60,0,46,0,48,0.142802964595028,0.0747578912608186,-0.0528685441112433,-0.148896690245915
"3012",3012,308622,2,"phonological",61,0,46,0,49,0.149771944887764,0.0919008832882715,-0.027484964139006,-0.135168732220837
"3013",3013,308622,2,"phonological",62,0,46,0,50,0.156740925180501,0.109733791050916,0.00122404189812295,-0.114056673969852
"3014",3014,308622,2,"phonological",63,0,46,0,51,0.163709905473238,0.128256614548754,0.0333851814937267,-0.0847235342910967
"3015",3015,308622,2,"phonological",64,0,46,0,52,0.170678885765975,0.147469353781783,0.0691251621413887,-0.0462995792729401
"3016",3016,308622,2,"phonological",65,0,46,0,53,0.177647866058711,0.167372008750004,0.108570691334692,0.00211767770601801
"3017",3017,308622,2,"phonological",66,0,46,0,54,0.184616846351448,0.187964579453417,0.15184847656722,0.0614634759769448
"3018",3018,308622,2,"phonological",67,0,46,0,55,0.191585826644185,0.209247065892023,0.199085225332555,0.132705807580777
"3019",3019,308622,2,"phonological",68,0,46,0,56,0.198554806936922,0.23121946806582,0.250407645124281,0.21684541726822
"3020",3020,308622,2,"phonological",69,0,46,0,57,0.205523787229659,0.25388178597481,0.305942443435981,0.314915802499746
"3021",3021,308622,2,"phonological",7,0,46,0,7,-0.226552990920022,0.153448730865686,0.0363153220655198,-0.238290102360574
"3022",3022,308622,2,"semantic",0,0,46,0,1,-0.27533585296918,0.308724165015157,-0.282431051009487,0.395343051364708
"3023",3023,308622,2,"semantic",2,0,46,0,2,-0.261397892383706,0.260910176582205,-0.171242615887677,0.139745859236871
"3024",3024,308622,2,"semantic",20,6,46,0.130434782608696,8,-0.135956247114444,-0.0452308869797893,0.204035603875583,-0.209585110880311
"3025",3025,308622,2,"semantic",21,7,46,0.152173913043478,9,-0.128987266821707,-0.0556845243600198,0.200302285990359,-0.180897684504513
"3026",3026,308622,2,"semantic",22,7,46,0.152173913043478,10,-0.12201828652897,-0.0654482460050581,0.194826094426699,-0.151448183967282
"3027",3027,308622,2,"semantic",23,6,46,0.130434782608696,11,-0.115049306236234,-0.0745220519149044,0.187733736678187,-0.121709736457489
"3028",3028,308622,2,"semantic",24,8,46,0.173913043478261,12,-0.108080325943497,-0.0829059420895585,0.179151920238406,-0.0921227164542352
"3029",3029,308622,2,"semantic",25,9,46,0.195652173913043,13,-0.10111134565076,-0.0905999165290206,0.169207352600939,-0.0630947457268562
"3030",3030,308622,2,"semantic",26,10,46,0.217391304347826,14,-0.0941423653580233,-0.0976039752332906,0.158026741259369,-0.0350006933349173
"3031",3031,308622,2,"semantic",27,8,46,0.173913043478261,15,-0.0871733850652865,-0.103918118202369,0.14573679370728,-0.00818267562821627
"3032",3032,308622,2,"semantic",28,6,46,0.130434782608696,16,-0.0802044047725497,-0.109542345436254,0.132464217438254,0.0170499437532176
"3033",3033,308622,2,"semantic",29,6,46,0.130434782608696,17,-0.0732354244798129,-0.114476656934948,0.118335719945875,0.0404205538791238
"3034",3034,308622,2,"semantic",3,0,46,0,3,-0.254428912090969,0.238038055968517,-0.12193722615834,0.0364731122740197
"3035",3035,308622,2,"semantic",30,5,46,0.108695652173913,18,-0.0662664441870762,-0.11872105269845,0.103478008723725,0.0616852965290094
"3036",3036,308622,2,"semantic",31,5,46,0.108695652173913,19,-0.0592974638943394,-0.122275532726759,0.0880177912653895,0.0806330661921507
"3037",3037,308622,2,"semantic",32,3,46,0.0652173913043478,20,-0.0523284836016026,-0.125140097019877,0.0720817750644498,0.0970855100675917
"3038",3038,308622,2,"semantic",33,3,46,0.0652173913043478,21,-0.0453595033088658,-0.127314745577802,0.0557966676144896,0.110897028064144
"3039",3039,308622,2,"semantic",34,1,46,0.0217391304347826,22,-0.038390523016129,-0.128799478400536,0.0392891764090921,0.121954772800391
"3040",3040,308622,2,"semantic",35,0,46,0,23,-0.0314215427233922,-0.129594295488077,0.0226860089418404,0.130178649604679
"3041",3041,308622,2,"semantic",36,0,46,0,24,-0.0244525624306554,-0.129699196840426,0.00611387270631778,0.135521316515128
"3042",3042,308622,2,"semantic",37,0,46,0,25,-0.0174835821379186,-0.129114182457583,-0.0103005248038926,0.137968184279622
"3043",3043,308622,2,"semantic",38,0,46,0,26,-0.0105146018451818,-0.127839252339548,-0.0264304760952076,0.137537416355817
"3044",3044,308622,2,"semantic",39,0,46,0,27,-0.00354562155244505,-0.125874406486321,-0.042149273674044,0.134279928911134
"3045",3045,308622,2,"semantic",4,0,46,0,4,-0.247459931798233,0.215855851090021,-0.0766554449919331,-0.0519205577573336
"3046",3046,308622,2,"semantic",40,0,46,0,28,0.00342335874029174,-0.123219644897902,-0.0573302100468187,0.128279390822765
"3047",3047,308622,2,"semantic",41,0,46,0,29,0.0103923390330285,-0.119874967574291,-0.0718465777199485,0.119652223677668
"3048",3048,308622,2,"semantic",42,0,46,0,30,0.0173613193257653,-0.115840374515487,-0.08557166919985,0.108547601772573
"3049",3049,308622,2,"semantic",43,0,46,0,31,0.0243302996185021,-0.111115865721492,-0.0983787769929403,0.0951474521139743
"3050",3050,308622,2,"semantic",44,1,46,0.0217391304347826,32,0.0312992799112389,-0.105701441192305,-0.110141193605636,0.0796664544181369
"3051",3051,308622,2,"semantic",45,1,46,0.0217391304347826,33,0.0382682602039757,-0.099597100927925,-0.120732211544354,0.0623520411110932
"3052",3052,308622,2,"semantic",46,1,46,0.0217391304347826,34,0.0452372404967125,-0.0928028449283534,-0.130025123315512,0.0434843973286446
"3053",3053,308622,2,"semantic",47,1,46,0.0217391304347826,35,0.0522062207894493,-0.0853186731935896,-0.137893221425525,0.02337646091636
"3054",3054,308622,2,"semantic",48,1,46,0.0217391304347826,36,0.0591752010821861,-0.0771445857236338,-0.144209798380811,0.00237392242957767
"3055",3055,308622,2,"semantic",49,1,46,0.0217391304347826,37,0.0661441813749229,-0.0682805825184859,-0.148848146687787,-0.0191447748665969
"3056",3056,308622,2,"semantic",5,0,46,0,5,-0.240490951505496,0.194363561946717,-0.0352705648948769,-0.126497826821889
"3057",3057,308622,2,"semantic",50,1,46,0.0217391304347826,38,0.0731131616676596,-0.0587266635781459,-0.151681558852869,-0.0407684349972886
"3058",3058,308622,2,"semantic",51,0,46,0,39,0.0800821419603964,-0.0484828289026138,-0.152583327382474,-0.0620531092778549
"3059",3059,308622,2,"semantic",52,0,46,0,40,0.0870511222531332,-0.0375490784918897,-0.151426744783019,-0.0825220963138848
"3060",3060,308622,2,"semantic",53,0,46,0,41,0.09402010254587,-0.0259254123459734,-0.148085103560922,-0.101665942001199
"3061",3061,308622,2,"semantic",54,1,46,0.0217391304347826,42,0.100989082838607,-0.0136118304648651,-0.142431696222598,-0.118942439525848
"3062",3062,308622,2,"semantic",55,1,46,0.0217391304347826,43,0.107958063131344,-0.000608332848564711,-0.134339815274464,-0.133776629364118
"3063",3063,308622,2,"semantic",56,1,46,0.0217391304347826,44,0.11492704342408,0.0130850805029278,-0.123682753222938,-0.145560799282523
"3064",3064,308622,2,"semantic",57,1,46,0.0217391304347826,45,0.121896023716817,0.0274684095896123,-0.110333802574436,-0.153654484337811
"3065",3065,308622,2,"semantic",58,0,46,0,46,0.128865004009554,0.042541654411489,-0.0941662558353751,-0.15738446687696
"3066",3066,308622,2,"semantic",59,0,46,0,47,0.135833984302291,0.0583048149685577,-0.0750534055121718,-0.156044776537181
"3067",3067,308622,2,"semantic",6,0,46,0,6,-0.233521971212759,0.173561188538605,0.00234412162641305,-0.188288618174581
"3068",3068,308622,2,"semantic",60,0,46,0,48,0.142802964595028,0.0747578912608186,-0.0528685441112433,-0.148896690245915
"3069",3069,308622,2,"semantic",61,0,46,0,49,0.149771944887764,0.0919008832882715,-0.027484964139006,-0.135168732220837
"3070",3070,308622,2,"semantic",62,0,46,0,50,0.156740925180501,0.109733791050916,0.00122404189812295,-0.114056673969852
"3071",3071,308622,2,"semantic",63,0,46,0,51,0.163709905473238,0.128256614548754,0.0333851814937267,-0.0847235342910967
"3072",3072,308622,2,"semantic",64,0,46,0,52,0.170678885765975,0.147469353781783,0.0691251621413887,-0.0462995792729401
"3073",3073,308622,2,"semantic",65,0,46,0,53,0.177647866058711,0.167372008750004,0.108570691334692,0.00211767770601801
"3074",3074,308622,2,"semantic",66,0,46,0,54,0.184616846351448,0.187964579453417,0.15184847656722,0.0614634759769448
"3075",3075,308622,2,"semantic",67,0,46,0,55,0.191585826644185,0.209247065892023,0.199085225332555,0.132705807580777
"3076",3076,308622,2,"semantic",68,0,46,0,56,0.198554806936922,0.23121946806582,0.250407645124281,0.21684541726822
"3077",3077,308622,2,"semantic",69,0,46,0,57,0.205523787229659,0.25388178597481,0.305942443435981,0.314915802499746
"3078",3078,308622,2,"semantic",7,1,46,0.0217391304347826,7,-0.226552990920022,0.153448730865686,0.0363153220655198,-0.238290102360574
"3079",3079,308622,2,"target",0,0,46,0,1,-0.27533585296918,0.308724165015157,-0.282431051009487,0.395343051364708
"3080",3080,308622,2,"target",2,0,46,0,2,-0.261397892383706,0.260910176582205,-0.171242615887677,0.139745859236871
"3081",3081,308622,2,"target",20,13,46,0.282608695652174,8,-0.135956247114444,-0.0452308869797893,0.204035603875583,-0.209585110880311
"3082",3082,308622,2,"target",21,17,46,0.369565217391304,9,-0.128987266821707,-0.0556845243600198,0.200302285990359,-0.180897684504513
"3083",3083,308622,2,"target",22,18,46,0.391304347826087,10,-0.12201828652897,-0.0654482460050581,0.194826094426699,-0.151448183967282
"3084",3084,308622,2,"target",23,25,46,0.543478260869565,11,-0.115049306236234,-0.0745220519149044,0.187733736678187,-0.121709736457489
"3085",3085,308622,2,"target",24,26,46,0.565217391304348,12,-0.108080325943497,-0.0829059420895585,0.179151920238406,-0.0921227164542352
"3086",3086,308622,2,"target",25,25,46,0.543478260869565,13,-0.10111134565076,-0.0905999165290206,0.169207352600939,-0.0630947457268562
"3087",3087,308622,2,"target",26,26,46,0.565217391304348,14,-0.0941423653580233,-0.0976039752332906,0.158026741259369,-0.0350006933349173
"3088",3088,308622,2,"target",27,29,46,0.630434782608696,15,-0.0871733850652865,-0.103918118202369,0.14573679370728,-0.00818267562821627
"3089",3089,308622,2,"target",28,31,46,0.673913043478261,16,-0.0802044047725497,-0.109542345436254,0.132464217438254,0.0170499437532176
"3090",3090,308622,2,"target",29,32,46,0.695652173913043,17,-0.0732354244798129,-0.114476656934948,0.118335719945875,0.0404205538791238
"3091",3091,308622,2,"target",3,0,46,0,3,-0.254428912090969,0.238038055968517,-0.12193722615834,0.0364731122740197
"3092",3092,308622,2,"target",30,36,46,0.782608695652174,18,-0.0662664441870762,-0.11872105269845,0.103478008723725,0.0616852965290094
"3093",3093,308622,2,"target",31,38,46,0.826086956521739,19,-0.0592974638943394,-0.122275532726759,0.0880177912653895,0.0806330661921507
"3094",3094,308622,2,"target",32,40,46,0.869565217391304,20,-0.0523284836016026,-0.125140097019877,0.0720817750644498,0.0970855100675917
"3095",3095,308622,2,"target",33,42,46,0.91304347826087,21,-0.0453595033088658,-0.127314745577802,0.0557966676144896,0.110897028064144
